Chain,Brand,Hotel,Confirm_No,Rez_Status_Desc,Status_Dt,Guest_Nm,Channel_Cd,Sec_Channel_Desc,Sub_Source,Sub_Src_CD,Location,Arrival_Dt,Depart_Dt,Nights_Qty,override_oversell,Room_Qty,Rate_Category_Name,Rate_Type_Code,Rez_Avg_Rate_Amt,Onshore_Rate_Type_Code,Onshore_Rez_Avg_Rate_Amt,Room_Type_Code,Record_Locator,Booker_Loyalty_Program_Level_List,Loyalty_Type,Loyalty_Program,Loyalty_Number,Loyalty_Level_Code,Loyalty_Level_Name,Loyalty_Points_Payment,Payment_Typ,VCC_Authorization_Amount,VCC_Currency_Code,VCC_Payment_Model,VCC_Card_Activation_Start,VCC_Card_Activation_End,Direct_Bill_Account_Number,Direct_Bill_Project_Number,Total_Points_Pymnt,Points_Refund,Total_Cash_Pymnt,Pay_At_Property,Cash_Refund,Total_Price_For_Adult,Total_Adult_Occupancy,Total_Price_For_Child_Age_Group1,Total_Child_Occupancy_For_Age_Group1,Total_Price_For_Child_Age_Group2,Total_Child_Occupancy_For_Age_Group2,Total_Price_For_Child_Age_Group3,Total_Child_Occupancy_For_Age_Group3,Total_Price_For_Child_Age_Group4,Total_Child_Occupancy_For_Age_Group4,Total_Price_For_Child_Age_Group5,Total_Child_Occupancy_For_Age_Group5,Total_Price_For_Child_Unknown_Age_Group,Total_Child_Occupancy_For_Unknown_Age_Group,Share_With,Channel_Connect_Confirm_NO,PMS_Confirm_Code,Original_Room_Type_Code,Original_Rm_Typ_Nm,Template_Code,Template_Name,Blacklist_Reason,Visa_Information,Installment_Amount,Number_of_Installments,Interest_Amount,Interest_Rate_Percentage,Total_Installment_Amount,Rate_Credential_ID,Trace_Date,Trace_Completion_Flag,Trace_Completion_Date,Trace_Text,RM_Upgrade_Reason_CD,ROOM_UPSELL,Room_To_Charge,Onhold_Duration,AutoCancel_ReleaseDateTime_ScheduledOrActual,Commission_Cd,Comm_Percent_Override_List,Coupon_Offer,Coupon_Discount_Total,Promotion,Promo_Discount,Maximum_Discount_Applied,Paynow_Discount,Fintech_Payment_Provider,Gift_Card_Paid,Gift_Card_Refund,Loyalty_Redemption_Reference,Award_Details
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG062383","Confirmed","7/18/2026 11:33:20 AM","Meadows, Madeline","PMS","PMS","","","AL, US","7/19/2026 12:00:00 AM","7/20/2026 12:00:00 AM","1","No","1","Complimentary","COMP","0.000000","","","CSC","","","","","","","","No","","","","","","","","","0","","0.00","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","140952","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF008651","Confirmed","11/9/2025 6:44:10 PM","Waggener, Audrey","WEB","Booking Engine","","","TX, US","12/15/2025 12:00:00 AM","12/18/2025 12:00:00 AM","3","No","1","Discount","DISFALLWE","123.673300","","","WSC","","","","","","","","No","","","","","","","","","0","","436.24","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","121681","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF005767","Cancelled","10/26/2025 10:40:07 PM","Ferritto, Julien","SYDC","Expedia","","Expedia","","11/26/2025 12:00:00 AM","11/27/2025 12:00:00 AM","1","N/A","1","OTA","OTEXEC","76.140000","","","WSC","","","","","","","","No","","","","","","","","","0","","76.14","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2319222507","120524","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG051518","Confirmed","6/5/2026 2:41:54 AM","Nesi Franca, Andre","SYDC","Booking.com","","","DE","8/22/2026 12:00:00 AM","8/24/2026 12:00:00 AM","2","N/A","1","OTA","OTBKG","111.600000","","","ADA","","","","","","","","No","","","","","","","","","0","","263.12","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6323642068","136313","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF010026","Confirmed","11/15/2025 9:53:04 PM","CABRERA ROBLERO, MARLON","SYDC","Agoda.com","","AGODA","","11/18/2025 12:00:00 AM","11/19/2025 12:00:00 AM","1","No","1","OTA","OTAGO","96.430000","","","CSC","","","","","","","","No","","","","","","","","","0","","114.16","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","934150990","122185","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG057076","Confirmed","6/26/2026 10:59:47 PM","Lim, Julianne","WEB","Mobile","","","","10/26/2026 12:00:00 AM","10/29/2026 12:00:00 AM","3","No","1","Qualified Discount","DSADVMEM","107.666700","","","WSC","","","","","","","","No","","","","","","","","","0","","381.13","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","138609","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF021878","Cancelled","2/22/2026 9:45:03 PM","TANAKA, MISAKI","SYDC","Expedia","","A-Expedia Affiliate Network","","2/23/2026 12:00:00 AM","2/27/2026 12:00:00 AM","4","N/A","1","OTA","OTEXLTH","76.300000","","","WSC","","","","","","","","No","","","","","","","","","0","","364.20","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2384027751","126620","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","30.00000, 30.00000, 30.00000, 30.00000","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG049764","Cancelled","5/30/2026 3:21:14 PM","Adams, Christopher","SYDC","Expedia","","Hotels.com","","5/30/2026 12:00:00 AM","6/1/2026 12:00:00 AM","2","No","1","OTA","OTEXEC","75.450000","","","CSC","","","","","","","","No","","","","","","","","","0","","150.90","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2471866762","135520","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG044494","Confirmed","5/7/2026 12:26:18 AM","WANG, JUNXI","SYDC","Agoda.com","","AGODA","","5/13/2026 12:00:00 AM","5/15/2026 12:00:00 AM","2","No","1","OTA","OTAGLO","167.895000","","","CSC","","","","","","","","No","","","","","","","","","0","","392.32","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","1725155421","133797","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF003653","Confirmed","10/16/2025 11:15:31 AM","Mangis, Philip","SYDC","Expedia","","Expedia","","10/21/2025 12:00:00 AM","10/22/2025 12:00:00 AM","1","No","1","OTA","OTEXEC","96.580000","","","CSC","","","","","","","","No","","","","","","","","","0","","96.58","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2312446272","119573","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF015966","Cancelled","12/22/2025 2:35:16 PM","Li, Cai","SYDC","Expedia","","Expedia Affiliate Network","","1/16/2026 12:00:00 AM","1/17/2026 12:00:00 AM","1","N/A","1","OTA","OTEXLTE","66.640000","","","ADA","","","","","","","","No","","","","","","","","","0","","66.64","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2355936555","124351","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG025710","Cancelled","5/4/2026 6:12:41 PM","Goldstein, Robert","SYDC","Expedia","","A-Expedia","","5/23/2026 12:00:00 AM","5/24/2026 12:00:00 AM","1","No","1","OTA","OTEXLOH","167.300000","","","ADA","","","","","","","","No","","","","","","","","","0","","195.48","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2401301351","128103","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF017351","Confirmed","12/30/2025 7:19:02 PM","Chen, Xiaoyu","PMS","PMS","","","","12/31/2025 12:00:00 AM","1/2/2026 12:00:00 AM","2","No","1","OTA","OTRSST","190.420000","","","CSC","","","","","","","","No","","","","","","","","","0","","444.02","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","124888","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG033816","Cancelled","4/2/2026 8:36:00 AM","Angelica Andrade, Jacqueline","SYDC","Expedia","","A-Expedia","","4/2/2026 12:00:00 AM","4/19/2026 12:00:00 AM","17","No","1","OTA","OTEXLTH","128.094100","","","WSC","","","","","","","","No","","","","","","","","","0","","2558.29","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2426722854","130359","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG057062","Confirmed","6/26/2026 10:15:53 PM","Comparotto, Fabio","SYDC","Agoda.com","","AGODA","","6/29/2026 12:00:00 AM","7/2/2026 12:00:00 AM","3","No","1","OTA","OTAGLO","64.453300","","","CSC","","","","","","","","No","","","","","","","","","0","","232.37","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","673016835","138604","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG061438","Ignored","7/14/2026 8:04:00 PM","","WEB","Mobile","","goog","","7/14/2026 12:00:00 AM","7/15/2026 12:00:00 AM","1","No","1","Retail","BAR","129.000000","","","CSC","","","","","","","","No","","","","","","","","","0","","151.53","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","meta","meta","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG031719","Cancelled","7/2/2026 9:42:03 PM","Lincoln, Audriana","WEB","Booking Engine","","","","7/9/2026 12:00:00 AM","7/12/2026 12:00:00 AM","3","No","1","Discount","DISMBDAY","182.700000","","","CSC","","","","","","","","No","","","","","","","","","0","","639.42","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","129827","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG023919","Cancelled","2/20/2026 3:20:44 PM","LI, YUEHANG","SYDC","Expedia","","Expedia Affiliate Network","","4/17/2026 12:00:00 AM","4/22/2026 12:00:00 AM","5","N/A","1","OTA","OTEXPKE","90.220000","","","CSC","","","","","","","","No","","","","","","","","","0","","451.10","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2393155035","127416","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG038713","Confirmed","4/17/2026 10:13:33 AM","Petersen, Destiny","WEB","Mobile","","","","4/21/2026 12:00:00 AM","4/25/2026 12:00:00 AM","4","No","1","Discount","DISMBDAY","121.275000","","","WSC","","","","","","","","No","","","","","","","","","0","","570.67","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","131973","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG056391","Cancelled","6/28/2026 4:44:09 PM","Ysidron, Dominic","SYDC","Expedia","","Expedia Affiliate Network","","8/6/2026 12:00:00 AM","8/9/2026 12:00:00 AM","3","N/A","1","OTA","OTEXPKE","83.030000","","","ADA","","","","","","","","No","","","","","","","","","0","","249.09","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2492536473","138330","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG051900","Ignored","6/6/2026 4:56:46 PM","","WEB","Mobile","","","","6/7/2026 12:00:00 AM","6/10/2026 12:00:00 AM","3","No","1","Qualified Discount","DISLOSMEM","125.666700","","","CSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","443.11","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG050377","Confirmed","5/31/2026 5:26:59 PM","Lu, Lixin","SYDC","Agoda.com","","AGODA","","7/30/2026 12:00:00 AM","8/6/2026 12:00:00 AM","7","No","1","OTA","OTAGLO","85.070000","","","WSC","","","","","","","","No","","","","","","","","","0","","707.80","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","664765047","135801","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG051405","Ignored","6/4/2026 4:23:10 PM","","WEB","Mobile","","","","8/27/2026 12:00:00 AM","8/31/2026 12:00:00 AM","4","No","1","Qualified Discount","MEMBERONLY","113.525000","","","WSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","535.09","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","Lock in 20%(SAVE20)","-113.50","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF016808","Confirmed","12/27/2025 9:00:44 PM","Roussel, Jade","SYDC","Expedia","","Expedia Affiliate Network","","12/28/2025 12:00:00 AM","12/30/2025 12:00:00 AM","2","No","1","OTA","OTEXLTE","81.180000","","","WSC","","","","","","","","No","","","","","","","","","0","","162.36","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2358717651","124677","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG050798","Ignored","6/2/2026 10:01:22 AM","","WEB","Mobile","","","","6/16/2026 12:00:00 AM","6/19/2026 12:00:00 AM","3","No","1","Qualified Discount","MEMBERONLY","148.783300","","","WSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","522.68","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","Lock in 20%(SAVE20)","-111.57","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF008475","Cancelled","12/9/2025 9:20:52 PM","L, DIEGO","SYDC","Hostelworld CCX","","CCX","","12/21/2025 12:00:00 AM","12/27/2025 12:00:00 AM","6","N/A","1","OTA","OTHOS","172.533300","","","ADA","","","","","","","","No","","","","","","","","","0","","1035.20","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","328836-573267892","121606","","","","","","","","","","","","","","Yes","","","","N","","0","","15P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG021779","Confirmed","1/31/2026 10:13:56 PM","Gray, James","WEB","Mobile","","","","1/31/2026 12:00:00 AM","2/1/2026 12:00:00 AM","1","No","1","Discount","DISDIR","131.120000","","","CSC","","","","","","","","No","","","","","","","","","0","","153.96","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","126584","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG045575","Ignored","5/10/2026 9:57:15 PM","","WEB","Mobile","","","","5/16/2026 12:00:00 AM","5/18/2026 12:00:00 AM","2","No","1","Discount","DISMBDAY","156.450000","","","CSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","366.05","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG022006","Cancelled","4/1/2026 3:09:53 AM","Kaschura, Alyssa Sophie","SYDC","Expedia","","Expedia Affiliate Network","","3/31/2026 12:00:00 AM","4/3/2026 12:00:00 AM","3","No","1","OTA","OTEXAPE","75.970000","","","WSC","","","","","","","","No","","","","","","","","","0","","227.91","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2384794393","126680","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG055027","Cancelled","6/25/2026 7:05:35 AM","Sanchez, Mariapaz","WEB","Mobile","","","","6/25/2026 12:00:00 AM","6/27/2026 12:00:00 AM","2","No","1","Qualified Discount","DISDIRMEM","170.500000","","","CSC","","","","","","","","No","","","","","","","","","0","","398.29","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","137758","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG051772","Confirmed","6/6/2026 6:51:13 AM","Thakrar, Akhil Rashid","WEB","Booking Engine","","","","6/25/2026 12:00:00 AM","6/28/2026 12:00:00 AM","3","No","1","Qualified Discount","MEMBERONLY","195.333300","","","CSC","","","","","","","","No","","","","","","","","","0","","682.96","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","136437","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF020215","Confirmed","1/21/2026 9:36:46 AM","BELL, LAURA","WEB","Booking Engine","","","","2/18/2026 12:00:00 AM","2/23/2026 12:00:00 AM","5","No","1","Qualified Discount","DISLOSMEM","79.556000","","","WSC","","","","","","","","No","","","","","","","","","0","","473.96","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","125986","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG027112","Confirmed","3/2/2026 8:03:36 PM","McGowin, Emma","WEB","Booking Engine","","","","3/12/2026 12:00:00 AM","3/15/2026 12:00:00 AM","3","No","1","Discount","DISMBDAY","132.063300","","","CSC","","","","","","","","No","","","","","","","","","0","","465.13","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","128472","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF000295","Cancelled","10/26/2025 11:45:21 AM","Richardson, Sharyn","PMS","PMS","","","","10/29/2025 12:00:00 AM","10/31/2025 12:00:00 AM","2","No","1","OTA","OTEXLOE","100.720000","","","WSC","","","","","","","","No","","","","","","","","","0","","201.44","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","117372","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG059014","Confirmed","7/4/2026 8:55:50 AM","CORTES MORA, ANA","SYDC","Expedia","","Expedia Affiliate Network","","7/4/2026 12:00:00 AM","7/7/2026 12:00:00 AM","3","No","1","OTA","OTEXLOE","68.906700","","","WSC","","","","","","","","No","","","","","","","","","0","","206.72","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2501006812","139505","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG061938","Confirmed","7/16/2026 5:43:15 PM","Litta, Julian","SYDC","Booking.com","","","AR","7/17/2026 12:00:00 AM","7/20/2026 12:00:00 AM","3","No","1","OTA","OTBKGLO","208.500000","","","CSC","","","","","","","","No","","","","","","","","","0","","728.27","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6015367143","140773","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG030795","Confirmed","3/16/2026 9:50:18 AM","alkhaldi, Mohammed","SYDC","Hostelworld CCX","","CCX","","3/16/2026 12:00:00 AM","3/18/2026 12:00:00 AM","2","No","1","OTA","OTHOS","108.800000","","","CSC","","","","","","","","No","","","","","","","","","0","","256.70","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","328836-576124256","129569","","","","","","","","","","","","","","Yes","","","","N","","0","","15P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG027653","Confirmed","3/5/2026 8:24:22 AM","Reuben, brett","WEB","Mobile","","","","3/5/2026 12:00:00 AM","3/6/2026 12:00:00 AM","1","No","1","Discount","DISMBDAY","69.300000","","","CSC","","","","","","","","No","","","","","","","","","0","","83.02","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","128616","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF003831","Confirmed","10/17/2025 9:24:18 AM","RAYES, LUKE","SYDC","Agoda.com","","AGODA","","12/17/2025 12:00:00 AM","12/20/2025 12:00:00 AM","3","No","1","OTA","OTAGAP","114.230000","","","CSC","","","","","","","","No","","","","","","","","","0","","403.74","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","923257070","119661","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG045936","Confirmed","5/12/2026 12:08:41 AM","Todt, Emily","PMS","PMS","","","","5/15/2026 12:00:00 AM","5/19/2026 12:00:00 AM","4","No","1","Discount","DISMBDAY","158.000000","","","WSC","","","","","","","","No","","","","","","","","","0","","739.20","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","134194","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF009325","Confirmed","11/12/2025 4:26:14 PM","ARVELO, YAMI","SYDC","Expedia","","Expedia","","11/12/2025 12:00:00 AM","11/17/2025 12:00:00 AM","5","No","1","OTA","OTEXLOE","123.764000","","","CSC","","","","","","","","No","","","","","","","","","0","","618.82","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2330457361","121951","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF012823","Confirmed","11/30/2025 12:04:22 PM","Richina, Jonathan","SYDC","Expedia","","Hotels.com","","12/2/2025 12:00:00 AM","12/4/2025 12:00:00 AM","2","No","1","OTA","OTEXLOE","193.670000","","","CSC","","","","","","","","No","","","","","","","","","0","","387.34","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2342450056","123249","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF017825","Confirmed","1/3/2026 4:01:30 PM","Alghanim, Mohammad","SYDC","Expedia","","Expedia Affiliate Network","","1/3/2026 12:00:00 AM","1/5/2026 12:00:00 AM","2","No","1","OTA","OTEXEC","59.920000","","","CSC","","","","","","","","No","","","","","","","","","0","","119.84","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2362776440","125078","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF012977","Cancelled","4/8/2026 11:54:22 AM","Fras, Malgorzata","SYDC","Booking.com","","","PL","9/16/2026 12:00:00 AM","9/22/2026 12:00:00 AM","6","No","1","OTA","OTBKG","204.633300","","","WSC","","","","","","","","No","","","","","","","","","0","","1429.92","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5417860451","123296","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF015560","Cancelled","12/25/2025 12:02:12 AM","Borensztein, Karen","SYDC","Booking.com","","","AR","12/29/2025 12:00:00 AM","1/8/2026 12:00:00 AM","10","N/A","1","OTA","OTBKGLO","130.896000","","","CSC","","","","","","","","No","","","","","","","","","0","","1537.03","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5530381169","124203","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
